Size, Proteins
6,327369,42119,327213,327270,327301,327364
6,43248,41487,42047,42904,42925,43145
6,101194,39646,84996,94724,99352,99947
6,38347,38218,38313,38329,38334,38343
6,98992,34600,91953,92512,96850,98991
6,56101,34571,42694,51590,53707,55027
6,102212,30897,63129,75796,78316,96686
6,83432,27430,34192,64294,75009,79888
6,73971,27141,27142,49381,49382,67771
6,57482,26831,50507,52510,53234,54304
6,202768,26095,202598,202649,202681,202717
6,87316,25154,46914,55779,75617,86408
6,58740,23987,46901,57488,57870,58317
6,102463,22725,90926,94592,94801,97193
6,70819,22403,57966,60210,67793,70553
6,381200,21941,380964,381005,381115,381141
6,51617,19243,25109,49232,51189,51246
6,102168,19117,92922,93424,96637,98926
6,56332,16698,55399,55742,55884,55938
6,62900,15756,22500,30183,42095,50160
6,74551,14303,40440,49043,49385,64764
6,134985,9220,59866,80918,121680,130721
6,77554,8051,69648,72879,73177,75713
6,70650,5371,61715,65251,65738,68407
6,129503,3098,107683,118244,122535,123190
6,353114,1197,132859,353085,353099,353106
6,71320,290,17260,68934,70625,71270
7,381189,381105,381108,381113,381130,381136,381168
7,378503,378360,378365,378378,378422,378456,378496
7,378633,378348,378352,378384,378523,378531,378607
7,376462,375841,376091,376093,376205,376326,376347
7,375630,374813,374825,374888,374917,375173,375268
7,376021,374803,374877,375194,375243,375411,376020
7,375682,374778,374894,374899,375292,375427,375490
7,376241,374750,374927,374952,375280,375287,375288
7,372638,372619,372621,372624,372626,372628,372631
7,369251,368853,368923,368977,368999,369137,369161
7,367462,367251,367266,367382,367404,367407,367451
7,361415,361129,361154,361193,361221,361237,361404
7,359763,359637,359641,359643,359644,359652,359673
7,350484,350358,350393,350404,350424,350471,350481
7,326837,326698,326765,326777,326785,326789,326798
7,316107,315874,315879,315893,315928,316089,316091
7,302458,302447,302452,302453,302454,302455,302457
7,302418,302375,302378,302380,302384,302385,302386
7,269236,269010,269049,269070,269142,269172,269179
7,267577,267280,267325,267346,267500,267514,267563
7,260057,259619,259678,259737,259854,259929,259983
7,259304,259246,259255,259266,259269,259277,259279
7,259303,259239,259244,259258,259263,259270,259271
7,245062,244706,244781,244810,244811,244902,244970
7,236367,236052,236157,236187,236207,236221,236223
7,228812,228620,228711,228735,228743,228763,228781
7,220436,220419,220420,220423,220424,220425,220430
7,151267,150983,150998,151021,151226,151229,151263
7,361529,141227,361166,361462,361478,361500,361523
7,218252,126916,218054,218055,218073,218089,218162
7,248483,123674,248453,248466,248471,248481,248482
7,130360,121252,122892,123740,124246,126850,129445
7,199283,115458,140674,199131,199132,199240,199265
7,205043,111957,124322,204707,204709,204973,205035
7,131868,110014,115585,117014,122021,122284,122588
7,133260,109989,121044,124549,127011,127301,127657
7,376434,107081,374824,375649,375776,375969,376401
7,272191,106580,136657,272040,272047,272049,272051
7,127306,101581,104576,113342,115773,115874,118825
7,133382,95874,97477,122531,130641,131509,132495
7,204897,89647,113057,204742,204807,204814,204874
7,150235,88348,111238,131680,149898,150015,150130
7,101573,84532,88385,93721,101290,101383,101560
7,134540,82262,111147,117919,120168,124179,132479
7,218197,79220,217980,218071,218074,218083,218151
7,125787,74861,85818,110903,111025,116111,120641
7,88448,71740,74350,84219,85434,86562,88170
7,259298,71159,259232,259257,259265,259274,259276
7,319560,69248,319478,319496,319532,319554,319555
7,294046,65164,293827,293858,293954,294003,294037
7,124562,63446,92573,117118,117718,118407,120685
7,65591,60304,60370,63251,64114,64951,65451
7,102467,59751,79370,99738,100117,100337,100370
7,85198,57421,57769,69040,69396,84630,84829
7,131376,56189,106916,114224,119934,124028,125381
7,87100,52166,74120,75048,76691,77039,85461
7,129084,51213,99187,109300,114958,120398,126899
7,70643,49347,66453,68050,69975,70541,70585
7,62273,46104,47329,60314,61520,61648,61936
7,78372,44732,60802,70480,71518,78017,78294
7,46082,37686,41991,45396,45517,45807,46068
7,130843,36648,67339,106166,113686,125712,129027
7,101559,36280,83939,88473,99162,99291,99810
7,125232,36162,97593,112546,115142,117524,122422
7,65768,35184,35604,39213,55393,56952,63184
7,309156,31610,72052,121572,309139,309154,309155
7,45313,30654,39364,41762,44898,45118,45304
7,160827,30029,124767,143624,160375,160538,160545
7,65646,29868,52410,53625,60834,64804,64987
7,69582,28201,63048,63394,66610,68007,69068
7,70367,27471,56934,62471,65100,66048,66427
7,69694,26188,36545,59915,66467,67879,68941
7,216676,24795,216483,216517,216586,216623,216632
7,204671,23334,134941,204666,204668,204669,204670
7,65287,21823,63047,63244,63686,64837,65222
7,71531,19466,27569,37248,37249,37250,37251
7,348425,16473,348087,348233,348265,348394,348424
7,100957,15598,81886,84349,92795,99430,100025
7,38281,12823,22694,23893,37923,38073,38232
7,108446,10156,10166,24840,26503,43458,106781
7,89009,9318,20668,43109,48273,64502,79970
7,133668,8762,8763,9325,16721,102996,116951
7,319607,6888,104080,319452,319472,319548,319590
7,32673,5997,14384,14385,15329,28514,32340
7,144331,5498,6321,9975,14727,19247,139720
7,88509,3740,81188,82381,85714,86696,87041
7,94561,1640,31496,73567,74674,83119,83852
8,396635,396124,396132,396163,396449,396502,396522,396597
8,381352,381265,381266,381325,381331,381337,381338,381349
8,381214,381145,381147,381148,381152,381154,381175,381176
8,378606,378420,378438,378451,378471,378492,378541,378575
8,376343,375865,375873,375880,375925,375933,375971,376284
8,375977,375125,375276,375294,375595,375632,375801,375901
8,375996,374774,375129,375354,375644,375708,375831,375928
8,375111,374754,374891,374895,374908,374909,374915,374916
8,287861,287812,287839,287840,287842,287843,287849,287854
8,284130,284110,284111,284120,284123,284125,284126,284127
8,260042,259537,259585,259617,259635,259676,259795,259992
8,223229,223032,223103,223139,223167,223197,223203,223219
8,204829,204755,204756,204757,204758,204759,204760,204762
8,181613,181301,181352,181452,181499,181503,181506,181508
8,166717,166673,166685,166686,166690,166709,166711,166713
8,270289,138773,269660,269691,269833,270123,270174,270175
8,171319,132188,171085,171120,171171,171220,171261,171303
8,396918,126474,396699,396701,396732,396812,396815,396852
8,254404,124956,254335,254368,254382,254400,254401,254403
8,132209,122022,124558,127492,127524,129859,130951,131664
8,130268,119752,122413,125375,126265,127595,128825,128917
8,135475,118397,121059,125576,126272,129609,132608,135443
8,336206,114789,130729,335952,336041,336049,336113,336120
8,133917,113780,114386,117531,119846,121447,126082,126895
8,133357,111185,118620,119695,122351,122659,126194,127167
8,128949,94123,95733,99729,111545,113221,117624,126269
8,294067,92346,126428,293871,293887,293953,293986,294053
8,369228,89137,368795,368875,369075,369163,369199,369219
8,100295,87411,87426,92949,97451,97538,98366,98691
8,88946,87013,87655,88103,88112,88410,88613,88739
8,99900,84509,90987,91552,95095,96487,97277,98538
8,269555,82352,269388,269413,269466,269490,269511,269529
8,270341,81877,269777,270086,270098,270136,270156,270251
8,102057,77555,84627,85127,97718,98676,101214,101860
8,78243,72726,73455,73584,74176,75629,76788,77223
8,126672,70216,93624,93939,109052,115580,118384,124136
8,88276,69948,74874,76617,82664,83438,85290,86264
8,381173,68799,381129,381137,381139,381161,381169,381170
8,244997,67097,244651,244806,244825,244873,244952,244996
8,100156,59937,65971,95797,96665,97105,98417,98630
8,70771,57192,59736,68096,70090,70325,70624,70681
8,76394,52325,68726,70132,73513,73888,74329,74781
8,270319,49000,269649,269840,270116,270193,270203,270212
8,71257,47865,53511,58000,67248,67459,68891,68961
8,154069,45415,81422,153776,153778,153794,153858,153932
8,373336,43817,373023,373052,373081,373218,373235,373237
8,86621,41087,64870,73252,81589,83900,84165,86142
8,84271,39818,56901,62325,77216,77729,81083,82747
8,342359,39251,108089,342258,342300,342317,342319,342322
8,59012,38914,58707,58754,58773,58927,58946,58987
8,133437,38350,89394,92165,102082,108694,115715,122493
8,268999,38348,142204,144802,144803,267998,268534,268597
8,102560,36442,88028,90532,95545,95895,95933,101815
8,204610,36169,93062,119497,204407,204425,204437,204507
8,245002,35342,244631,244714,244726,244855,244916,244979
8,127762,35256,41964,96052,98333,104858,116501,126774
8,33656,31907,32548,32865,33284,33557,33584,33648
8,101508,30945,91722,95555,95929,97211,99186,99330
8,71563,20121,20664,40306,41050,68992,70417,71099
8,36335,19774,21498,22400,26550,31874,32697,33905
8,75404,16619,17928,44061,48203,50674,67730,73870
8,118375,15524,20858,106996,109860,113530,114291,115957
8,37365,14865,19592,22899,24165,29377,34767,35121
8,78444,12097,12417,18528,18531,18534,73908,76003
8,18634,7302,16563,17084,17195,18585,18587,18633
8,42391,3400,37123,42169,42267,42341,42360,42371
8,98459,183,916,10128,24920,47224,78362,79946
9,397929,397807,397836,397850,397852,397906,397925,397927,397928
9,342375,342227,342261,342292,342294,342313,342330,342333,342336
9,302477,302461,302467,302470,302472,302473,302474,302475,302476
9,267254,266880,266964,267029,267179,267184,267189,267245,267247
9,204947,204819,204827,204835,204894,204898,204928,204932,204945
9,174825,174389,174420,174430,174469,174544,174593,174803,174805
9,151196,150953,151013,151030,151031,151083,151108,151109,151110
9,148743,148223,148294,148377,148419,148443,148478,148541,148673
9,147898,131659,147831,147843,147848,147871,147872,147881,147886
9,294051,121818,136793,293825,293976,293996,293997,294048,294050
9,260062,119080,259525,259527,259670,259708,259736,259894,259990
9,148621,114335,148176,148234,148271,148417,148493,148522,148583
9,264059,105858,135175,263934,263984,263994,264000,264014,264047
9,132031,93231,105446,111539,112436,113117,113663,118546,131831
9,150343,89754,149894,149922,150025,150028,150087,150181,150217
9,201341,86665,201117,201126,201166,201181,201185,201218,201290
9,391518,81324,129138,391307,391354,391408,391457,391494,391517
9,87168,80154,81784,81833,83355,83548,83608,84683,85794
9,129109,77414,96746,99959,117633,118104,120256,120802,125534
9,101947,71826,90786,91350,92486,93588,98146,99953,100217
9,78149,71241,72682,74699,74871,74922,75424,77187,78143
9,181671,69464,85918,136342,181312,181315,181326,181343,181556
9,85169,69363,76032,79641,82109,83095,83277,83513,84487
9,130952,68928,100570,108054,110272,119772,121386,124665,129181
9,88462,68904,71213,74942,75643,82218,86035,86379,87639
9,77659,57989,63836,69652,70011,74337,74421,76105,77337
9,78309,53002,56563,61978,74943,75010,75314,76535,76816
9,151849,50890,75156,97601,130256,151746,151749,151808,151840
9,101478,50663,65870,68508,68509,96752,98741,99684,99839
9,71352,49133,58708,65299,69191,69321,69942,70580,70725
9,274610,44810,128616,128844,274344,274350,274374,274467,274517
9,101902,42794,93075,93240,98448,98697,98909,100100,101065
9,129434,41229,75763,81288,83998,94915,106089,109480,111130
9,78583,39454,39900,53533,66304,67389,69675,75465,78484
9,131313,36221,80853,80854,86427,86428,89704,109354,119816
9,378235,34957,377937,377960,377967,377989,378005,378107,378138
9,66332,29494,31291,44181,51654,57731,65522,65610,66151
9,86306,28461,38879,50225,55308,58976,61712,79994,85757
9,66295,26184,27760,47595,55927,63824,64263,64600,65304
9,98073,24838,80680,89689,89790,89955,91620,93745,94765
9,205044,24309,204820,204838,204896,204959,205018,205027,205039
9,319620,22944,319393,319447,319511,319512,319513,319517,319523
9,69776,14697,19947,24588,28121,39613,40477,48819,66252
9,71530,10129,17738,48512,49737,55590,61918,68327,71328
9,76894,10125,10137,14698,43475,66525,66907,67056,71935
9,35566,4005,13837,15183,15796,15837,24164,28531,32945
9,98415,1952,52417,67672,83040,83481,93436,94300,96362
9,88649,72,68841,70617,79447,85745,86954,87428,87443
10,369114,368752,368786,368787,368788,368829,368830,368849,368979,369054
10,269275,269016,269077,269081,269117,269148,269168,269199,269231,269232
10,264056,263939,263963,263967,263977,263983,263987,263991,264030,264043
10,236380,236049,236082,236172,236178,236179,236193,236194,236220,236360
10,228475,228087,228108,228121,228296,228363,228384,228406,228463,228464
10,228024,227762,227813,227829,227863,227869,227905,227918,227929,227943
10,174894,174475,174495,174509,174558,174632,174681,174697,174709,174847
10,174839,174471,174488,174510,174560,174568,174636,174686,174766,174770
10,268938,138249,138452,140033,268001,268429,268729,268802,268869,268900
10,376192,137717,374790,374793,374868,374871,375463,375558,375560,376145
10,319538,118346,119889,124883,319385,319396,319417,319466,319476,319520
10,294071,115196,293808,293838,293857,293881,293975,293991,294002,294052
10,380979,106704,107340,119430,123098,380957,380968,380969,380972,380977
10,150357,99539,122867,149935,149963,150006,150128,150237,150279,150298
10,100158,92345,93672,94573,95233,97402,97856,98383,98693,99691
10,131739,85762,92048,92763,94992,111418,111996,117257,125754,130315
10,87026,76143,76347,76412,78509,80029,80253,82292,84363,85370
10,376431,69886,115816,374833,375602,375833,375937,376110,376152,376247
10,88132,65883,69800,72861,73355,74461,76277,77526,81564,88044
10,88998,65380,65512,87747,87821,87899,88440,88476,88680,88853
10,261022,58955,74468,115617,260838,260902,260952,260970,261011,261016
10,70700,54444,66875,67696,68348,68969,69149,69264,69720,70612
10,77672,53389,64200,65297,69403,70350,70471,71479,74647,76181
10,216659,46773,106672,216386,216388,216389,216391,216392,216394,216597
10,78030,46046,51128,73825,73861,75064,75578,76464,76562,77122
10,204486,45040,71024,204368,204400,204401,204448,204449,204479,204485
10,336309,37529,104611,336000,336071,336096,336149,336150,336154,336248
10,191822,26695,191659,191682,191687,191693,191727,191731,191775,191777
10,128991,25161,61410,64021,112089,112090,113303,119312,123578,127072
10,373305,21728,120353,373001,373032,373057,373147,373185,373222,373239
10,65480,20019,20021,27510,27511,29187,52786,57842,60873,64990
10,59041,10395,17392,33324,36561,42435,56964,57521,58092,58780
10,78025,9973,19285,50971,53162,67252,68456,76313,76326,76478
10,77810,3681,55917,68148,70074,74450,74475,76418,76689,77734
10,87936,2840,10958,12988,14806,48083,50898,52714,80880,83902
10,71040,2649,49746,60857,67406,68285,68617,70369,70632,71013
10,88089,166,9317,13046,17006,17744,43457,56320,67690,79847
11,270232,269765,269771,269795,269942,270120,270121,270167,270190,270211,270221
11,200870,200793,200810,200813,200820,200821,200835,200838,200847,200855,200864
11,148690,148257,148260,148299,148351,148354,148410,148480,148562,148564,148648
11,268982,138634,142743,142745,142992,144089,144342,144938,268510,268615,268784
11,179318,136615,178903,178974,178982,179015,179016,179073,179213,179217,179239
11,136650,96127,97208,106273,108300,111307,114095,115046,117519,120664,125700
11,315982,91023,315840,315841,315870,315873,315911,315913,315930,315931,315957
11,236391,63892,72298,128710,236134,236148,236218,236233,236257,236322,236349
11,71550,56932,63404,64112,65013,68547,68587,69289,69394,70724,71063
11,101737,55388,65176,84946,90556,94421,94546,100411,100703,101114,101307
11,54088,52075,53053,53639,53720,53887,53955,54023,54045,54053,54061
11,59021,51568,54915,55968,58148,58425,58619,58650,58807,58875,58889
11,53944,50670,52970,53437,53579,53758,53789,53836,53863,53886,53889
11,97200,48937,54612,61098,94026,94955,95090,95297,95670,96601,96608
11,86881,47330,53046,82134,82308,83261,83453,85164,85166,85300,86533
11,48893,43902,47782,48689,48736,48822,48853,48870,48871,48891,48892
11,380943,39399,51083,52551,55967,58147,58874,123282,380934,380940,380942
11,66244,28488,43923,51829,55295,55364,63201,63214,64743,64777,66204
11,129746,20971,88497,108943,109783,111321,111678,113357,116328,119626,120870
11,78531,20427,40910,54832,61609,73945,74320,75002,77244,78090,78158
11,34670,13083,14549,16346,21470,26090,29022,32268,33073,33505,34540
11,376265,9041,107594,375000,375063,375066,375291,375605,375849,376130,376174
11,37231,8126,14387,19339,29146,33160,36551,36559,37033,37071,37077
11,151254,7065,150960,150989,151007,151018,151059,151156,151220,151248,151252
11,62267,7000,21208,22262,27614,47404,54463,56171,58775,59940,61203
11,123417,6545,79950,107025,109399,113217,115244,117435,120461,122164,122485
11,45257,5297,20954,27865,29723,30438,40535,40778,44849,45138,45214
12,376400,375735,375795,375893,375955,375991,376006,376136,376146,376177,376210,376280
12,193273,192976,192985,193009,193017,193034,193110,193140,193190,193203,193204,193227
12,174884,174362,174423,174452,174506,174518,174592,174692,174696,174835,174836,174838
12,148737,148244,148261,148356,148374,148376,148392,148514,148517,148518,148551,148585
12,378340,130746,377963,378001,378012,378062,378081,378106,378113,378156,378322,378323
12,132514,113110,115961,116927,117772,119397,122438,123588,125227,129528,131684,131915
12,236396,101110,109936,236087,236099,236130,236208,236258,236321,236327,236357,236375
12,218934,69136,74291,125165,218791,218831,218838,218839,218849,218861,218883,218932
12,87402,65209,75079,77623,78063,82093,83440,84388,84430,84472,84600,85801
12,88432,64962,76704,84557,85495,86290,86642,86874,86901,87444,87653,88060
12,124403,63895,70985,103162,109763,112543,112544,113768,114754,116145,117845,122722
12,163322,63685,140781,163201,163218,163225,163232,163240,163263,163272,163288,163302
12,267217,63229,90232,135996,266882,266884,267023,267045,267096,267097,267149,267199
12,136632,44909,70002,100369,105927,114307,115783,118830,123135,125577,128417,134003
12,217414,43775,43790,92526,217326,217327,217328,217329,217345,217358,217380,217396
12,53721,42954,48346,48570,51883,52496,52672,52852,53252,53425,53438,53451
12,142373,35166,35203,45669,85523,91635,92039,93872,102751,113578,137125,137364
12,373339,21730,52527,373034,373083,373124,373126,373211,373229,373292,373332,373333
12,34127,21638,23636,23876,30214,33228,33622,33643,34086,34089,34098,34124
12,129768,20617,104351,111651,111896,113758,116575,120104,124071,124500,124652,125278
12,66184,14833,27950,30464,35072,54976,56687,64097,64787,65397,65959,66117
12,44224,13736,37733,41512,42066,43225,43452,43521,43641,43994,44140,44164
12,71636,10126,10130,17927,26502,27616,45263,50795,55368,67995,70169,71478
12,56197,8730,14412,14551,17587,19595,21795,30519,35191,55085,55573,56155
12,62269,8705,17589,22592,33718,37118,45123,46706,46917,57933,61154,62045
12,36098,6694,25930,25931,31603,32046,32049,32456,35109,35476,35945,36038
12,101576,3301,57840,86865,95265,95758,96101,97322,97652,97993,99013,99749
12,71122,2486,39145,40685,47266,56534,62170,63024,64587,65200,69777,69973
12,97800,1212,4294,12990,21954,30244,56674,89204,90952,91826,93714,95320
12,77851,164,10135,17930,19159,20562,20931,45281,61787,68291,68870,76684
13,375509,374929,374936,374971,375016,375043,375088,375234,375275,375300,375346,375372,375388
13,369112,368680,368683,368684,368685,368796,368797,368943,368992,368993,368995,369020,369038
13,245060,244625,244647,244649,244677,244684,244724,244759,244860,244885,244912,244925,244969
13,154007,139352,153730,153768,153769,153810,153814,153887,154002,154003,154004,154005,154006
13,336329,117140,335971,335981,336027,336030,336039,336116,336138,336159,336220,336257,336315
13,396673,108083,119140,123496,396060,396061,396247,396389,396390,396392,396552,396670,396672
13,124949,105327,106420,107812,109411,109781,111196,112452,113678,113790,113899,114117,119850
13,369222,89219,107596,368761,368766,368785,368844,368845,368846,368877,368966,368991,369113
13,151851,63897,151725,151738,151743,151766,151775,151782,151801,151807,151822,151843,151850
13,101604,46915,51909,93113,95124,95601,96878,97389,97452,97608,97753,99621,100472
13,101181,43155,44335,50036,65619,65620,90524,93678,93997,97051,99594,99951,100840
13,284209,42562,283951,283961,283993,284004,284046,284048,284093,284106,284167,284196,284200
13,70559,34272,47359,52189,56358,63872,64147,64577,65121,65605,65997,66405,66450
13,181509,24312,60592,69463,181291,181305,181306,181336,181412,181457,181467,181469,181475
13,129387,18168,28494,28495,75492,98587,107758,112512,113091,116917,120234,125609,125610
13,66193,18142,59816,61320,64222,64425,64573,65080,65501,65508,65739,65909,66091
13,71002,17847,52734,56850,63010,64146,68825,69601,69653,70172,70270,70675,70778
13,224203,13440,30902,138360,139112,139938,140679,141435,223864,223907,223945,223979,224121
13,87640,10980,20023,47156,57768,63557,73948,78084,82689,83797,84066,84469,85414
13,102471,10229,54445,83408,97702,98462,98849,99065,100099,101104,101215,101533,102165
13,62070,7795,26622,36343,48795,57395,58545,59528,61139,61357,61815,61922,61952
13,114233,2895,28411,46782,56473,61336,65834,66679,80003,90346,91276,95595,102456
13,381357,1179,137663,381231,381232,381237,381281,381283,381291,381300,381302,381303,381324
14,151832,151708,151709,151711,151714,151715,151716,151719,151734,151790,151791,151793,151815,151818
14,256072,123513,123715,124973,128168,255974,255996,255997,256005,256008,256034,256035,256040,256042
14,396915,120550,122625,126297,396696,396724,396874,396881,396886,396887,396888,396892,396893,396911
14,151845,119295,119665,136310,151721,151728,151733,151745,151756,151760,151764,151779,151784,151833
14,133682,96439,97384,100194,106611,117596,118154,119681,120718,121359,126226,127191,130753,132783
14,102077,86944,90098,91669,93289,94876,95097,97945,98829,98938,100224,100306,101113,101636
14,100249,80189,80863,89401,90091,91119,91178,91231,92314,93104,95583,96184,96189,98029
14,62253,53520,55209,58443,58933,60327,61066,61737,61837,61877,62050,62201,62207,62220
14,127749,25159,25326,31608,38154,68960,76416,95193,109012,109606,109964,118596,120034,125323
14,217430,24688,92527,132509,138326,217331,217334,217344,217346,217384,217391,217393,217395,217413
14,78098,16909,70886,73195,75329,75931,76372,77391,77454,77695,77907,77927,77940,77958
14,323597,7377,8797,8798,8803,10219,28726,46238,77750,108613,129621,144615,322815,323198
14,171427,6654,48957,85835,96830,171372,171378,171382,171383,171390,171415,171419,171425,171426
14,32761,1941,5981,17538,20733,21628,26444,31912,31968,32231,32265,32373,32606,32665
14,402961,777,121022,402778,402830,402871,402876,402909,402913,402920,402927,402928,402929,402938
14,260080,309,90306,95631,112370,114795,124834,259700,259745,259904,259989,259996,260024,260077
15,376412,374826,374836,374955,374956,374975,374978,375059,375070,375121,375421,375543,375548,375713,376118
15,334642,142552,334307,334364,334365,334366,334375,334388,334433,334474,334511,334512,334531,334543,334558
15,128054,96162,103535,107009,110713,114939,117708,119182,120049,120663,121458,121739,122784,122889,124243
15,267211,85564,90186,93587,133792,266861,266875,266903,266973,267041,267048,267066,267083,267156,267188
15,88361,78290,82145,83247,84635,84718,85948,86012,86459,86501,86780,86792,87081,87712,87890
15,128778,67908,75496,80695,93181,98400,99945,106004,109278,113206,117937,120991,123002,124451,128381
15,267251,64378,72602,109696,116369,142652,142904,266877,266891,266897,266967,267068,267170,267173,267208
15,204598,62879,135636,204384,204442,204444,204445,204450,204453,204457,204480,204481,204497,204531,204593
15,267231,56925,86192,92809,98316,116442,138836,266870,266894,267033,267035,267040,267071,267193,267226
15,189206,54998,189042,189047,189066,189092,189105,189108,189132,189139,189158,189161,189190,189192,189205
15,87231,48936,57279,60235,73587,74397,74991,75326,81235,82184,83086,83103,83138,83177,83950
15,66310,46156,53565,60307,63082,63593,64087,64113,64141,64328,65286,65329,66023,66070,66205
15,193341,34714,55037,71686,109103,112733,192984,192996,192997,193130,193155,193164,193231,193290,193339
15,54101,33715,47953,53455,53531,53702,53717,53741,53823,53859,53885,53995,54064,54068,54069
15,284226,32131,32132,78892,283957,283982,284002,284014,284064,284070,284071,284103,284191,284222,284223
15,77989,23872,23873,39512,65960,70789,73076,74629,74843,75241,75242,77251,77339,77804,77985
15,102503,23605,30304,44640,66315,84966,85339,85774,95302,97565,98633,99907,101348,102116,102204
15,133568,23510,43912,102344,112889,115321,115764,115861,117175,118166,121309,122078,128205,128268,132289
15,218196,23238,25369,217961,217994,218004,218010,218039,218048,218063,218109,218116,218122,218124,218132
15,256045,21041,116892,255982,255985,256011,256013,256020,256027,256028,256029,256031,256032,256033,256044
15,380060,16338,59829,98379,135196,141243,379827,379848,379854,379875,379896,379983,380000,380042,380043
15,326831,15215,67569,141508,326686,326692,326697,326706,326707,326713,326736,326756,326772,326779,326814
15,88619,7757,58834,60786,69727,70729,77175,85120,85816,85942,86436,86680,86870,88083,88218
15,336346,5898,336010,336029,336098,336134,336224,336243,336307,336311,336317,336324,336339,336341,336344
15,133871,4374,24747,27815,119199,119933,121323,121558,122494,126816,126981,129240,131239,132574,133048
15,158133,2944,86233,158069,158081,158082,158083,158088,158092,158094,158096,158109,158110,158124,158128
16,376340,375626,375653,375705,375842,375868,375887,375891,375914,375944,376114,376115,376122,376183,376186,376286
16,373835,373411,373459,373466,373497,373499,373505,373507,373555,373557,373564,373574,373588,373742,373765,373766
16,126978,105676,106038,113456,114006,114481,116674,118829,119346,120591,122288,122353,122532,124459,126011,126196
16,216728,82172,82173,115373,216361,216412,216413,216414,216419,216480,216499,216539,216602,216641,216685,216711
16,181639,75055,95967,100550,181393,181395,181400,181432,181441,181443,181456,181466,181525,181584,181624,181629
16,135034,55664,83985,105636,107509,114186,118007,120652,125139,125273,126971,127077,128076,129581,132170,132717
16,87775,39018,41149,48105,68098,78462,80207,81174,81238,81397,81569,82496,82738,83250,83351,83912
16,150383,37936,63699,73441,73442,99862,102615,149879,149899,149915,149925,150101,150111,150145,150189,150210
16,87645,30698,66904,69699,77232,79560,84446,85030,85094,85253,86146,86156,86158,86208,86668,87210
16,88910,30298,30300,47431,54043,54086,60971,70001,74360,77601,78301,82789,82860,86267,86957,88652
16,88957,18943,55663,73263,77762,84295,84667,85795,85898,86071,86125,86447,86664,87431,87466,87795
16,78366,6130,49472,60516,67679,69453,69619,71196,71551,73401,73684,74499,74683,77112,77954,78225
16,66224,3356,53457,54733,55757,55930,57589,58877,59025,60305,60672,61261,61687,61735,62029,62165
16,200854,1514,113058,144912,200766,200767,200778,200800,200811,200824,200826,200828,200829,200832,200850,200852
17,228466,228069,228112,228123,228125,228132,228158,228182,228203,228238,228239,228262,228312,228356,228383,228402,228451
17,148768,148185,148220,148231,148237,148273,148290,148324,148363,148369,148403,148552,148616,148618,148630,148697,148754
17,236379,120283,236071,236072,236095,236150,236192,236197,236212,236238,236241,236277,236283,236299,236317,236323,236340
17,269247,112703,269002,269007,269022,269030,269045,269051,269074,269082,269095,269164,269181,269200,269213,269228,269230
17,218947,73999,74000,103498,105953,218768,218778,218792,218814,218817,218845,218857,218869,218873,218877,218886,218925
17,193297,67898,119656,193026,193036,193056,193060,193103,193116,193192,193193,193252,193264,193270,193271,193272,193287
17,44241,37504,39495,40663,41604,42463,42970,43676,43725,43980,44001,44042,44081,44084,44161,44185,44218
17,78443,9969,20022,24893,34211,37253,44770,50077,60226,60887,69706,69808,75034,75136,76662,76857,77436
17,316055,9751,18666,18668,315864,315886,315895,315900,315918,315933,315934,316003,316009,316011,316036,316038,316053
17,268883,6801,9233,17203,110637,144349,268039,268141,268257,268405,268418,268431,268537,268685,268724,268817,268873
17,58902,630,11211,55576,55749,56400,56568,57917,58061,58159,58397,58480,58505,58533,58711,58787,58885
17,102009,188,59561,84078,85961,93931,94361,94935,95853,98522,99142,99667,99848,100671,101070,101189,101545
18,373693,373592,373596,373600,373617,373627,373628,373637,373640,373641,373651,373652,373655,373667,373672,373685,373686,373692
18,329210,133552,134497,328826,328827,328841,328855,328895,328896,328921,328943,328992,329000,329079,329081,329114,329116,329117
18,256067,64697,255967,255969,255970,255971,255972,255987,255988,255989,255990,255991,255992,255994,256007,256036,256057,256059
18,66425,38807,58427,58915,62177,63495,63689,64282,65482,65532,65569,65854,66031,66067,66120,66153,66170,66287
18,397077,31433,31434,51608,91474,396976,396984,397001,397007,397009,397010,397017,397020,397027,397029,397030,397032,397061
18,71572,28487,38769,38770,42943,43697,43698,48331,52738,55642,64278,64858,69867,70158,70241,70622,70629,71267
18,102264,7070,79384,85023,86869,92197,96546,97356,97891,98921,98977,99099,99577,100074,100166,100580,100668,100825
18,101236,6507,31607,74660,83750,92873,94554,97180,98069,98581,98774,98928,99066,99268,99991,100067,100275,100945
18,59009,3968,28231,38005,42316,42926,50253,53667,55239,55698,56024,57348,57975,58062,58169,58234,58513,58683
19,228453,228063,228078,228079,228098,228113,228139,228204,228271,228300,228301,228303,228307,228329,228335,228352,228381,228389,228401
19,199188,198984,199005,199011,199014,199022,199024,199027,199030,199031,199034,199035,199082,199083,199087,199102,199105,199107,199115
19,165086,165031,165032,165035,165036,165039,165044,165049,165062,165063,165068,165074,165076,165077,165078,165079,165080,165083,165085
19,270281,84883,104242,139013,269735,269776,269793,269805,269843,269845,269848,269857,269959,270077,270103,270132,270186,270198,270265
19,151233,77917,79371,150943,150950,150978,150981,150982,150984,150991,150992,151004,151050,151091,151126,151170,151171,151178,151189
